标题,地址,户型,面积,朝向,装修情况,层数,建造时间,楼型,总价,每平米单价,关注人数,带看次数,发布时间,标签,详情链接,房源标签,核心卖点,小区介绍,周边配套,交通出行,税费解析,权属抵押,上次交易,挂牌时间,交易权属,房屋用途,房屋年限,产权所属,抵押信息,交易属性,户型分间,解析状态
满五唯一中高楼层，视野宽广，户型方正,"招商锦绣观园 , 观澜",2室1厅,63.85平米,东南,简装,高楼层(共28层),2014年,,188 万,29445 元,0,,16天以前发布,VR看装修 | 房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105122204675.html,VR看装修 | 房本满五年 | 随时看房,临茜坑水库享受优美生态环境，自带公立幼儿园，户型方正，视野宽,,,,满五唯一可免增值税和个人所得税购房者承担少量的契税，购房成本低,,2011-07-20,2025-09-21,商品房,普通住宅,满五年,非共有,有抵押 业主自还,挂牌时间:2025-09-21 | 交易权属:商品房 | 上次交易:2011-07-20 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:有抵押 业主自还 | 房本备件:已上传房本照片,,
长湖地铁口精装修通透四房 100的使用率  诚心出售好谈,"华盛观荟名庭 , 观澜",4室2厅,118.23平米,南,精装,中楼层(共32层),2018年,板塔结合,568 万,48042 元,0,,,近地铁 | VR看装修 | 房本满五年,https://sz.lianjia.com/ershoufang/105120814403.html,地铁 | VR看装修 | 房本满五年,长湖地铁口精装修通透四房  100的使用率  诚心出售好谈,小区分两期开发，一期由公寓和住宅，二期三栋住宅。小区一期楼下是商 业，三楼是空中花园，三楼以上是住宅，一共有二栋一栋是公寓二栋是住宅，二期的小户型是2019年下半年才精装交房，次新房，居住舒适，二期自带泳池和园林,楼下就是为盛商场，隔壁天虹购物商场、龙华三甲医院 深圳市第二人民医院龙华院区.二，小二，中，三外配套，都在眼前，,长湖地铁口，福民影剧院;M337路M464路， 1经泗黎路与观光路，3个红绿灯到达梅观高速，梅观高速快速到达福田区； 2．通过观澜大道转机荷高速，可快速到达龙岗，宝安机场等等,,,2017-06-25,2025-05-22,商品房,普通住宅,满五年,非共有,有抵押 430万元 北京银行,挂牌时间:2025-05-22 | 交易权属:商品房 | 上次交易:2017-06-25 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:有抵押 430万元 北京银行 | 房本备件:已上传房本照片,,
6栋安静中间楼层，正南向，视野光线好，价格可谈。,"金地鹭湖1号 , 观澜",3室2厅,89.11平米,南,,中楼层(共16层),2015年,塔楼,395 万,44328 元,0,,,VR看装修,https://sz.lianjia.com/ershoufang/105120544070.html,VR看装修,满五年，税费少，花园位置，中间楼层，看房方便，方正户型。,金地鹭湖1号，位于龙华区观澜街道梅观高速与环观南路交汇处。 鹭湖国际住区项目，主打户型产品：建面89平3房2卫。还有少量137平4房2卫，及190平复式。 项目占地面积约91197.68平方米，总建筑面积约164150平方米。,,轨道交通：有轨电车站台，高新园西站（电车接驳地铁4号线清湖地铁口），公交线路：公交（观澜高新园站）M567、M264、313、E4路等，高速公路：机荷高速公路、梅观高速公路，交通方便。,,,暂无数据,2025-04-27,商品房,普通住宅,暂无数据,非共有,有抵押 470,挂牌时间:2025-04-27 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 470 | 房本备件:未上传房本照片,,
临茜坑水库享受优美生态环境，带公立幼儿园，户型方正,"招商锦绣观园 , 观澜",2室2厅,63.88平米,东南,,低楼层(共28层),2014年,,222 万,34753 元,1,,,VR看装修 | 房本满五年,https://sz.lianjia.com/ershoufang/105121998562.html,VR看装修 | 房本满五年,临茜坑水库享受优美生态环境，自带公立幼儿园，户型方正，视野宽,,,,满五唯一可免增值税和个人所得税购房者承担少量的契税，购房成本低,,2014-01-09,2025-09-02,商品房,普通住宅,满五年,非共有,无抵押,挂牌时间:2025-09-02 | 交易权属:商品房 | 上次交易:2014-01-09 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:已上传房本照片,,
金地鹭湖1号 3室1厅 南,"金地鹭湖1号 , 观澜",3室1厅,89.58平米,南,,中楼层(共16层),2015年,塔楼,435 万,48560 元,0,,,VR看装修,https://sz.lianjia.com/ershoufang/105121413377.html,VR看装修,,,,,,,暂无数据,2025-07-11,商品房,普通住宅,暂无数据,非共有,有抵押 380万元 北京银行 客户偿还,挂牌时间:2025-07-11 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 380万元 北京银行 客户偿还 | 房本备件:未上传房本照片,,
精致一房，拎包入住，中高楼层，宜居小区,"华盛峰荟名庭 , 观澜",1室1厅,48.08平米,南,精装,高楼层(共27层),2016年,板塔结合,132 万,27455 元,0,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105120989378.html,地铁 | VR房源,采光通风佳，业主诚心卖 配套齐全,深圳市华盛智地房地产开发有限公司。物业公司：深圳市金洪物业管理服务有限公司，小区24小时安保巡逻。小区内部配套：儿童游乐场，健身活动区，小区园林，商场等。,商场：天虹商场，为盛商场，农贸市场：龙华区医院 深圳市龙华新区慢性病防治.观澜医院竹村社区健康服务邮局：中国邮政 中国邮政 观澜邮政局银行：中国建设银行ATM 深圳市农村商.业银行ATM 中国农业银行ATM其他：格兰云天国际大酒店,地铁：4号线长湖站，公交;，福民影剧院;M337路M464路， 1经泗黎路与观光路，3个红绿灯到达梅观高速，梅观高速快速到达福田区； 2．通过观澜大道转机荷高速，可快速到达龙岗，宝安机场..,,,暂无数据,2025-06-06,商品房,商务公寓,暂无数据,非共有,无抵押,挂牌时间:2025-06-06 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:商务公寓 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,,
招商澜园南区，可看河景，阳台看花园安静，看房方便。,"招商澜园 , 观澜",3室1厅,87.99平米,西南,简装,中楼层(共17层),2010年,板塔结合,300 万,34095 元,2,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105116120271.html,地铁 | VR房源,招商澜园南区，可看河景，阳台看花园安静，看房方便。,小区由招商局地产开发，国家一级物业资质的招商物业管理，小区部分为南北两区，由十三栋高层组成，低密度，是个纯居住的大社区，自带6000平的大花园，人车分流，很适合有老人和小孩的客户，小区自带幼儿园，有固定车位。,配套：观澜街道办 休闲区域：新世纪广场、观澜文化广场， 商场：设施天虹商场、比邻新天地，观澜河湿地公园距离小区近在咫尺。龙华区政府距离小区2公里，属于新区政府辐射范围内。项目：现聚集多家大品牌开发商在此拿地。如：万科 卓 越，阳基,小区门口就有公交站，途径的公交线众多，有轨电车在小区门口文澜站，直接到达清湖地铁口，竹村地铁口 800米，观澜大桥直接可以上机荷高速，多条公交线路到达罗湖，福田,,,暂无数据,2024-02-24,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2024-02-24 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 12.54平米 / 东北 / 普通窗 ; 卧室A / 17.42平米 / 无 / 未知窗户类型 ; 卧室B / 5.07平米 / 东北 / 落地窗 ; 卧室C / 15.11平米 / 无 / 未知窗户类型 ; 厨房 / 3.82平米 / 东北 / 普通窗 ; 卫生间 / 2.88平米 / 西北 / 普通窗 ; 阳台 / 4.59平米 / 东北 / 普通窗 ; 过道 / 5.08平米 / 无 / 无窗 ; 门厅 / 13.66平米 / 无 / 未知窗户类型,
懿花园 精装3房 朝南高楼层 看花园 客厅正出阳台,"懿花园 , 观澜",3室2厅,89.13平米,东南,精装,高楼层(共10层),2014年,板楼,370 万,41513 元,0,,,VR房源,https://sz.lianjia.com/ershoufang/105117470331.html,VR房源,此房满五年 唯一 产权清晰 高楼层 看花园 位置安静 业主诚售,,小区是和记黄埔开发，万科物业，小区属于鹭湖国际住区中间位置，位置安静，依山傍水，小区总共33栋别墅，12栋洋房，密度低，舒适！ 业主自住装修，维护保养较好，稍作打理，即可拎包入住！,距有轨电车站390米（百度地图测距），公交线路：公交（宝安高新科技园、观澜高新科技园）794、627、663、668、866路等，高速公路：机荷高速公路、梅观高速公路，交通方便。,,,暂无数据,2024-07-01,商品房,普通住宅,暂无数据,非共有,有抵押 170万元 金融公司垫资,挂牌时间:2024-07-01 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 170万元 金融公司垫资 | 房本备件:未上传房本照片,客厅 / 28.15平米 / 南 / 普通窗 ; 卧室A / 10.86平米 / 西北 南 / 落地窗 ; 卧室B / 14.55平米 / 无 / 未知窗户类型 ; 卧室C / 7.47平米 / 无 / 未知窗户类型 ; 厨房 / 5.71平米 / 西南 / 普通窗 ; 卫生间A / 3.66平米 / 无 / 普通窗 ; 卫生间B / 3.51平米 / 西南 / 普通窗 ; 阳台 / 2.81平米 / 西南 / 普通窗 ; 过道 / 2.85平米 / 无 / 无窗,
全新毛坯，满五唯一，无抵押，看房方便,"佳华领域广场 , 观澜",3室2厅,88.45平米,西南,毛坯,高楼层(共38层),2017年,板楼,364 万,41154 元,1,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105117727471.html,地铁 | VR看装修,此房两梯四户，满五唯一，产权清晰，新装修一年多拎包入住。,项目由百佳华集团开发建造，分两期开发；一期共6栋组成，二期为综合体+写字楼；小区人车分流，自带12班幼儿园；环境优美，居家舒适。,小区自带有百佳华综合体，近4号线观澜站 有各大银行，兴万达商场，观澜老街步行街，过马路就是观澜小 学；1.2公里有龙华新区医院，配套完善能完全满足您日常生活所需,小区位于双轨交汇处，有轨电车-新澜站，地铁4号线-观澜站，距离小区100米（百度地图）、还有公交站吉盛酒店公交站台，另自驾5公里上龙观快速，4公里上珠三角环线高速。,,,暂无数据,2024-07-25,商品房,普通住宅,暂无数据,非共有,有抵押 175万元 中信银行,挂牌时间:2024-07-25 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 175万元 中信银行 | 房本备件:未上传房本照片,客厅 / 24.08平米 / 南 / 普通窗 ; 卧室A / 8.65平米 / 无 / 未知窗户类型 ; 卧室B / 8.11平米 / 西 / 落地窗 ; 卧室C / 14.08平米 / 无 / 未知窗户类型 ; 厨房 / 5.57平米 / 西 / 普通窗 ; 卫A / 1.96平米 / 北 / 普通窗 ; 卫生间B / 3.68平米 / 南 / 落地窗 ; 阳台A / 1.75平米 / 西 / 普通窗 ; 阳台B / 4.91平米 / 南 / 普通窗 ; 过道 / 3.51平米 / 无 / 无窗,
满五唯一，小区中间安静不吵，诚意出售,"中航格澜郡阳光花园 , 观澜",3室1厅,94.9平米,南,精装,中楼层(共11层),2006年,,352 万,37092 元,2,,,VR看装修,https://sz.lianjia.com/ershoufang/105119598898.html,VR看装修,满五唯一好房，小区花园里面安静的一栋，中间楼层，朝向好,中航格澜郡位于深圳龙华区观湖街道，东临龙华大道，西临沿河路，南起环观南路，北至求知路。其北面即为观澜世纪广场与文化艺术场所，与龙华区区委办仅一河之隔，可谓是尊贵地段，尽享龙华政治、文化、商 业的优势。整个小区为苏格兰风情大社区,,"有轨电车世纪广场站，大和站，地铁四号线茜坑站，竹村站，中航格澜郡公交站的有B652路、B693路、M264路等6条公交线路.公交站分别是大和路口(157米),安佳工业园(193米),观澜天虹商场(419米),富士施乐(470米),格兰云天酒店(569米)等。出行更加方便",,,暂无数据,2025-02-07,商品房,普通住宅,暂无数据,非共有,有抵押 340万元 北京银行 客户偿还,挂牌时间:2025-02-07 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 340万元 北京银行 客户偿还 | 房本备件:未上传房本照片,客厅 / 27.36平米 / 无 / 未知窗户类型 ; 卧室A / 7.88平米 / 北 / 普通窗 ; 卧室B / 15.68平米 / 无 / 未知窗户类型 ; 卧室C / 10.75平米 / 无 / 未知窗户类型 ; 厨房 / 7.11平米 / 南 / 普通窗 ; 卫生间 / 3.87平米 / 北 / 普通窗 ; 阳台 / 4.81平米 / 西 北 / 普通窗,
观壹城精装四房，高楼层通风好南向，业主诚意出售,"奥宸观壹城 , 观澜",4室2厅,108平米,西南,精装,高楼层(共33层),2018年,板塔结合,450 万,41667 元,0,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105119105911.html,地铁 | VR看装修,观壹城精装四房，业主自住，满五年，产权清晰，业主诚意出售,项目占地大，总建面大，共3栋 12个单元；并且规划为具有70-130平米的住宅、40-80平米的公寓；楼下带3.7商，业；小区内布局合理；有2个人行主出入口，两个车库入口 配套： 小区有农村银行 离观澜湖心城1000米 购物娱乐也是很方便 百佳华离小区1500米,离小区1.8公里观澜湖新城吃喝玩乐一体 离小区20米就是振能 小区自带幼儿园,距离小区700米地铁4号线延长线松元厦站（百度地图距离） 去往龙华福田方便 小区门口有公交车站大布新村 有东莞1号线可直达东莞,,,暂无数据,2024-12-04,商品房,普通住宅,暂无数据,非共有,有抵押 220万元 建设银行 业主自还,挂牌时间:2024-12-04 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 220万元 建设银行 业主自还 | 房本备件:未上传房本照片,客厅 / 35.19平米 / 西 / 落地窗 ; 卧室A / 5.93平米 / 东 / 落地窗 ; 卧室B / 10.07平米 / 无 / 未知窗户类型 ; 卧室C / 10.48平米 / 无 / 未知窗户类型 ; 卧室D / 15.85平米 / 无 / 未知窗户类型 ; 厨房 / 5.31平米 / 西 / 普通窗 ; 卫生间A / 3.63平米 / 东 / 普通窗 ; 卫生间B / 4.93平米 / 东 / 普通窗 ; 阳台 / 4.79平米 / 西 北 / 落地窗,
懿花园朝南厅出阳台，视野开阔安静，业主急卖,"懿花园 , 观澜",3室1厅,89.74平米,南,,中楼层(共10层),2013年,板楼,375 万,41788 元,0,,,VR房源 | 房本满五年,https://sz.lianjia.com/ershoufang/105120606752.html,VR房源 | 房本满五年,此房满五唯一正南向厅出阳台业主急,和黄懿花园也叫盈峰翠邸，由和记黄埔地产(深圳)有限公司开发，位于横坑水库。项目规划为地上建筑4-10层，地下2层，共59栋建筑(其中57栋住宅，2所幼儿园，及公建以地下室形式布置于地块南端)。 机动车位：600个；高层地库车位385个，多层地库车位200个,医疗龙华人民第二医院（4600米百度地图测距龙华综合医院在建中3100米百度地图测距新科技园社区健康服务购物商场楼下佳又惠百货医院天虹（2400米百度地图测距,,,,2013-04-04,2025-05-03,商品房,普通住宅,满五年,非共有,有抵押 385万元 建设银行,挂牌时间:2025-05-03 | 交易权属:商品房 | 上次交易:2013-04-04 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:有抵押 385万元 建设银行 | 房本备件:已上传房本照片,客厅 / 22.37平米 / 南 / 普通窗 ; 卧室A / 6.3平米 / 北 东 / 落地窗 ; 卧室B / 15.78平米 / 无 / 未知窗户类型 ; 卧室C / 7.22平米 / 无 / 未知窗户类型 ; 厨房 / 5.84平米 / 东 / 普通窗 ; 卫生间A / 3.75平米 / 无 / 普通窗 ; 卫生间B / 3.46平米 / 东 / 普通窗 ; 阳台 / 6.4平米 / 东 南 / 普通窗 ; 阳台A / 2.07平米 / 东 / 普通窗 ; 阳台B / 3.96平米 / 东 南 / 落地窗 ; 过道 / 2.86平米 / 无 / 无窗,
招商观园2房急卖，业主着急，欢迎大家来看房,"招商观园 , 观澜",2室2厅,52.08平米,南,精装,中楼层(共18层),2010年,塔楼,236 万,45315 元,1,,,VR房源 | 房本满五年,https://sz.lianjia.com/ershoufang/105117526186.html,VR房源 | 房本满五年,此房满五唯一，两房，格局楼层好。,招商观园地块位于深圳市宝安区观澜街道环观南路北侧，与观澜高新技术园区隔路相望，邻进梅观高速、机荷高速，占地147595.156平方米，招商观园2期将近期推出全新升级力作中.央园林湖景单位，主力产品为140-180㎡大户型和少量90平,休闲区域：观澜滨水公园，新世纪广场、人民公园。商.业设施：，天虹商场、格兰郡商.业街。教育设施。医疗设施：观澜人民医院。宾馆酒店：格兰云天大酒店。银行：中国银行、工商银行、招商银行,招商观园在环观南路(即观天大道)以北，梅观高速以东；邻梅观高速（已于2014年4月1日取消高速收费）、机荷高速，较近的公交站是观澜高新科技园、宝安高新技术园站，经过的路线有772等。有轨电车高新科技园西站，高新园站，出行方便,,,2020-05-26,2024-07-06,商品房,普通住宅,满五年,非共有,无抵押,挂牌时间:2024-07-06 | 交易权属:商品房 | 上次交易:2020-05-26 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:已上传房本照片,客厅 / 8.82平米 / 东北 / 普通窗 ; 餐厅 / 11.21平米 / 无 / 无窗 ; 卧室A / 7.06平米 / 无 / 无窗 ; 卧室B / 16.16平米 / 无 / 未知窗户类型 ; 卫生间 / 2.58平米 / 东南 / 普通窗,
观湖园纯别墅小区  上叠朝南 采光通风良好,"观湖园 , 观澜",7室3厅,150平米,南 北,精装,上叠(共4层),2012年,板楼,1262 万,84134 元,1,,,VR房源,https://sz.lianjia.com/ershoufang/105118712309.html,,,,,,,,,,,,,,,,,failed: Failed to fetch detail page after 3 attempts: https://sz.lianjia.com/ershoufang/105118712309.html
联排别墅，带花园，露台，楼间距开阔，税费少随时可看,"金地鹭湖1号 , 观澜",3室2厅,192.86平米,南,,3层,2016年,板塔结合,1250 万,64814 元,1,,,VR房源 | 随时看房,https://sz.lianjia.com/ershoufang/105120261205.html,VR房源 | 随时看房,联排别墅，带花园，露台，楼间距开阔，税费少，随时可看。,鹭湖1号位于龙华区观澜街道梅观高速与环观南路交汇处;鹭湖国际住区，项目主打户型产品：建面89㎡三房，135平米四房，189平米复试，194平米别墅。别墅总共90套。 项目占地面积约91197.68平方米，总建筑面积约164150平方米,,多维立体城市干道:环观南路直通平湖，梅观高速直达福田，北通东莞，沈海高速连接深圳前海以及东部坪山以及惠州，潮汕。 龙华有轨电车无缝接驳地铁4号线清湖站,,,暂无数据,2025-04-01,商品房,普通住宅,暂无数据,非共有,有抵押 600万元 中国银行,挂牌时间:2025-04-01 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 600万元 中国银行 | 房本备件:未上传房本照片,客厅 / 29.31平米 / 北 南 / 普通窗 ; 餐厅 / 19.81平米 / 北 / 普通窗 ; 卧室A / 11.46平米 / 无 / 落地窗 ; 卧室B / 11.84平米 / 无 / 普通窗 ; 卧室C / 20.2平米 / 无 / 普通窗 ; 厨房 / 6.4平米 / 北 / 普通窗 ; 卫A / 4.71平米 / 南 / 普通窗 ; 卫B / 2.41平米 / 无 / 普通窗 ; 卫生间C / 8.47平米 / 无 / 普通窗 ; 阳台A / 7.99平米 / 北 / 普通窗 ; 阳台B / 6.94平米 / 南 / 普通窗 ; 阳台C / 3.94平米 / 无 / 普通窗 ; 阳台D / 6.99平米 / 无 / 普通窗 ; 露台 / 36.46平米 / 无 / 普通窗 ; 储物间A / 2.6平米 / 无 / 无窗 ; 储物间B / 2.67平米 / 无 / 无窗 ; 储C / 2.51平米 / 无 / 无窗 ; 过道A / 10.81平米 / 西 / 落地窗 ; 过道B / 15.82平米 / 无 / 落地窗 ; 过道C / 10.75平米 / 无 / 落地窗,
目前稳定出租 满五唯一，随时预约看房,"佳华领域广场 , 观澜",3室2厅,89.7平米,南,简装,低楼层(共38层),2017年,板楼,400 万,44594 元,0,,,近地铁 | VR看装修 | 房本满五年,https://sz.lianjia.com/ershoufang/105118020542.html,地铁 | VR看装修 | 房本满五年,4号线地铁观澜站，无轨电车起始站，出行挺方便，,小区环境好配套齐全交通便利  户型方正小区环境好采光好梯户比好地下停车场好停车可以来看看,地铁口，无轨电车，配套齐全，XX也近，综合配套都很成熟，购买什么都方便,,,,2019-08-01,2024-08-21,商品房,普通住宅,满五年,非共有,无抵押,挂牌时间:2024-08-21 | 交易权属:商品房 | 上次交易:2019-08-01 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:已上传房本照片,客厅 / 24.31平米 / 南 / 普通窗 ; 卧室A / 7.38平米 / 无 / 未知窗户类型 ; 卧室B / 12平米 / 无 / 未知窗户类型 ; 卧室C / 10.06平米 / 南 / 落地窗 ; 厨房 / 4.21平米 / 东 / 普通窗 ; 卫生间A / 3.49平米 / 无 / 普通窗 ; 卫生间B / 3.3平米 / 无 / 无窗 ; 阳台A / 2.19平米 / 东 / 普通窗 ; 阳台B / 4.74平米 / 东 南 / 普通窗 ; 过道 / 3.25平米 / 无 / 无窗,
住家装修，保养很好，带固定车位，视野好。,"招商澜园 , 观澜",2室1厅,82.68平米,南,精装,低楼层(共11层),2010年,板塔结合,323 万,39067 元,14,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105118525264.html,地铁 | VR房源,住家装修，保养很好，带固定车位，视野好。,小区由招商局地产开发，国家一级物业资质的招商物业管理，小区部分为南北两区，由十三栋高层组成，低密度，是个纯居住的大社区，自带6000平的大花园，人车分流，很适合有老人和小孩的客户，小区自带幼儿园，有固定车位。,观澜街道办 休闲区域：新世纪广场、观澜文化广场， 商场：设施天虹商场、比邻新天地，观澜河湿地公园距离小区近在咫尺。龙华区政府距离小区2公里，属于新区政府辐射范围内。项目：现聚集多家大品牌开发商在此拿地。如：万科 卓 越，阳基,,,,暂无数据,2024-10-08,商品房,普通住宅,暂无数据,非共有,有抵押 245,挂牌时间:2024-10-08 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 245 | 房本备件:未上传房本照片,客厅 / 28.8平米 / 南 / 落地窗 ; 卧室A / 12.75平米 / 南 / 落地窗 ; 卧室B / 9.48平米 / 东 / 落地窗 ; 厨房 / 6.73平米 / 东 / 普通窗 ; 卫生间 / 4.9平米 / 东 / 落地窗 ; 阳台 / 13.09平米 / 南 / 落地窗 ; 过道 / 2.17平米 / 无 / 无窗 ; 门厅 / 4.64平米 / 无 / 无窗,
龙华观澜 地铁站上盖 精装修3房 朝南通透 未入住急售,"万科启城 , 观澜",3室2厅,104.49平米,东南,精装,高楼层(共34层),2023年,板塔结合,395 万,37803 元,26,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105119361366.html,地铁 | VR看装修,此房交房未入住，业主诚意出售，朝南位置安静,小区环境优美，双公园，精心布置叠溪谷、栖风林、半月湾等六大主题公园，居住舒适度高,项目位于龙华区观澜板块，观湖街道的东南方位。所在区域是深圳中轴北的产业，南接坂田天安云谷、龙华宝能科技城，东连平湖金融与现代服务业基地，西临观澜高新产业园， 北为观澜传统制造业聚集地带。项目西侧约1.6公里处为鹭湖科技文化片区,,,,2024-12-19,2024-12-31,商品房,普通住宅,未满两年,非共有,有抵押 300万元 400,挂牌时间:2024-12-31 | 交易权属:商品房 | 上次交易:2024-12-19 | 房屋用途:普通住宅 | 房屋年限:未满两年 | 产权所属:非共有 | 抵押信息:有抵押 300万元 400 | 房本备件:已上传房本照片,客厅 / 25.4平米 / 西 / 普通窗 ; 卧室A / 8.76平米 / 西 / 普通窗 ; 卧室B / 7.09平米 / 东 / 落地窗 ; 卧室C / 9.93平米 / 无 / 未知窗户类型 ; 厨房 / 4.25平米 / 西 / 普通窗 ; 卫生间A / 4.54平米 / 东 / 落地窗 ; 卫生间B / 7.07平米 / 东 / 落地窗 ; 阳台A / 4.25平米 / 西 / 普通窗 ; 阳台B / 7.31平米 / 西 / 普通窗 ; 衣帽间 / 2.08平米 / 无 / 无窗,
龙华观澜 合正观澜汇 * 业主自住 装修保养好,"合正观澜汇一期 , 观澜",3室2厅,89.39平米,南,,29层,2016年,板塔结合,510 万,57054 元,1,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105119460840.html,地铁 | VR看装修,此房满五年唯一，业主自住，装修保养好,4号线的茜坑站地铁口物业，通勤方便，旁边有龙华区政府，龙华区图书馆,福城天虹，美佳华广场，百佳华领域广场 ，观澜天虹，龙华区图书馆就在旁边,地铁四号线的茜坑站就在小区楼下，通勤福田罗湖南山龙岗等区域都比较方便,,,暂无数据,2025-01-11,商品房,普通住宅,暂无数据,非共有,有抵押 380,挂牌时间:2025-01-11 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 380 | 房本备件:未上传房本照片,客厅 / 31.72平米 / 北 / 普通窗 ; 卧室A / 6.03平米 / 无 / 无窗 ; 卧室B / 8.44平米 / 北 / 落地窗 ; 卧室C / 14.15平米 / 无 / 未知窗户类型 ; 卧室D / 7.37平米 / 无 / 未知窗户类型 ; 厨房 / 5平米 / 无 / 无窗 ; 卫生间A / 5.07平米 / 北 / 落地窗 ; 卫生间B / 4.66平米 / 无 / 未知窗户类型 ; 阳台 / 5.09平米 / 北 东 / 普通窗 ; 储物间 / 1.55平米 / 东 / 普通窗 ; 过道 / 4.1平米 / 无 / 无窗,
全新毛坯  南北对流 正南朝向 看花园景观,"金地鹭湖1号 , 观澜",3室2厅,89.35平米,南,毛坯,中楼层(共16层),2015年,塔楼,411 万,45999 元,3,,,VR房源 | 随时看房,https://sz.lianjia.com/ershoufang/105119009066.html,VR房源 | 随时看房,此房满五年税少 ，高楼层 ，采光好，空气对流的南北通户型。,金地鹭湖1号位于龙华区观澜街道梅观高速与环观南路交汇处;鹭湖国际住区，项目主打户型产品：建面89m三房。项目占地面积约 91197.68平方米，总建筑面积约164150平方米，。位处2000亿龙华行.政、科技、生态三中芯,,多维立体城市千道;环观南路直通平湖，梅观高速直达福田，北通东莞，沈海高速连接深圳前海以及东部坪山以及惠州，潮汕。龙华有轨电车无缝接驳地铁4号线清湖站。另有22+18号双地铁口（规划）。,,,暂无数据,2024-11-24,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2024-11-24 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 30.33平米 / 北 南 / 普通窗 ; 卧室A / 9.48平米 / 无 / 未知窗户类型 ; 卧室B / 12.87平米 / 无 / 未知窗户类型 ; 厨房 / 4.82平米 / 北 / 普通窗 ; 卫A / 2.81平米 / 西 / 普通窗 ; 卫生间B / 3.43平米 / 北 / 普通窗 ; 阳台A / 4.19平米 / 北 / 普通窗 ; 阳台B / 4.46平米 / 南 / 普通窗,
此房满五唯一 西南朝向 位置安静 高楼层 看山景,"万科九龙山 , 观澜",3室2厅,87.16平米,南,,中楼层(共33层),2016年,板楼,324.8 万,37265 元,0,,,VR看装修,https://sz.lianjia.com/ershoufang/105121106458.html,VR看装修,此房满五唯一 西南朝向 位置安静 高楼层 看山景,,小区楼下有市买菜也都方便，楼下也有公交车，开车出小区可以上快速路直达龙华红山和福田南山,,,,暂无数据,2025-06-16,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2025-06-16 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,,
