标题,地址,户型,面积,朝向,装修情况,层数,建造时间,楼型,总价,每平米单价,关注人数,带看次数,发布时间,标签,详情链接,房源标签,核心卖点,小区介绍,周边配套,交通出行,税费解析,权属抵押,上次交易,挂牌时间,交易权属,房屋用途,房屋年限,产权所属,抵押信息,交易属性,户型分间,解析状态
南向 三房两卫 高楼层 双地铁口 配套好,"佳兆业中央广场三期 , 坂田",3室2厅,86.57平米,南,精装,46层,2015年,塔楼,430 万,49671 元,1,,31天以前发布,近地铁 | VR看装修 | 随时看房,https://sz.lianjia.com/ershoufang/105122049461.html,地铁 | VR看装修 | 随时看房,南向 三房两卫 高楼层 双地铁口 配套好,小区总共分为6期开发的大楼盘。3个幼儿园：自带综合MALL，加270米万豪酒店（六期项目），二期的地理位置很好，小区东门门口200米就是地铁口雪象站,,项目是在坂雪岗大道和坂澜大道，沿着坂雪岗大道可以去梅林关（去关内方向）、也可以转布龙路转南坪快速和水官高速，也可以从转贝尔路再转梅关高速，上坂澜大道可以去观澜也可以去平湖。交通很方便。高速交通：梅观高速、清平高速、坂雪岗大道、南坪快速。,此房是满五年家庭不唯一，没有增值税，有1%的个税和1%的契税,,暂无数据,2025-09-07,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2025-09-07 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 21.17平米 / 无 / 未知窗户类型 ; 卧室A / 8.74平米 / 西北 / 落地窗 ; 卧室B / 11.09平米 / 无 / 未知窗户类型 ; 卧室C / 9.43平米 / 西南 / 普通窗 ; 厨房 / 7.24平米 / 西北 / 普通窗 ; 卫A / 3.16平米 / 无 / 普通窗 ; 卫B / 3.18平米 / 西北 / 普通窗 ; 阳台A / 4.58平米 / 西北 / 普通窗 ; 阳台B / 5.82平米 / 西南 东南 / 普通窗 ; 过道 / 5.4平米 / 无 / 无窗,
大阳台，满五年唯一，业主自住，近地铁次新房,"龙岸花园一期 , 坂田",4室2厅,128.39平米,南 北,,中楼层(共32层),2010年,板塔结合,815 万,63479 元,4,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105117963416.html,地铁 | VR房源,全新装修满五年自己住看房都方便,龙岸花园位于雅园路和华南路交汇处，一期二期是二手房，楼间距宽，中间是湖和别墅，三期是新房在建,,龙岸花园位于雅园路和华南路交汇处，地铁10号线光雅园站200米，地理位置安静，小区被半山包围，两条高速，梅观高速和南平快速，民康路直达。小区门口是公交站台，数十条公交线路去深圳北站,,,暂无数据,2024-08-15,商品房,普通住宅,暂无数据,非共有,有抵押 600万元,挂牌时间:2024-08-15 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 600万元 | 房本备件:未上传房本照片,客厅 / 39.29平米 / 北 南 / 普通窗 ; 卧室A / 11.5平米 / 无 / 未知窗户类型 ; 卧室B / 13.79平米 / 无 / 未知窗户类型 ; 卧室C / 9.09平米 / 北 / 落地窗 ; 卧室D / 8.99平米 / 北 / 落地窗 ; 厨房 / 8平米 / 南 / 普通窗 ; 卫A / 5.55平米 / 北 / 落地窗 ; 卫B / 3.11平米 / 无 / 无窗 ; 阳台A / 7.61平米 / 西 南 / 普通窗 ; 阳台B / 4.44平米 / 西 北 / 普通窗 ; 过道 / 5.44平米 / 无 / 无窗 ; 衣帽间 / 7.68平米 / 无 / 无窗,
龙岸花园高楼层，视野开阔，客厅出阳台，税费少,"龙岸花园一期 , 坂田",4室2厅,128.7平米,南,精装,高楼层(共32层),2010年,塔楼,815 万,63326 元,4,,,近地铁 | VR房源 | 随时看房,https://sz.lianjia.com/ershoufang/105121337741.html,地铁 | VR房源 | 随时看房,房子满五年，自己住的装修保养好买来可拎包入住,龙岸花园位于雅园路和华南路交汇处，一期二期是二手房，楼间距宽，中间是湖和别墅，三期是新房在建,,龙岸花园位于雅园路和华南路交汇处，地铁10号线光雅园站200米，地理位置安静，小区被半山包围，两条高速，梅观高速和南平快速，民康路直达。小区门口是公交站台，数十条公交线路去深圳北站,,,暂无数据,2025-07-05,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2025-07-05 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 36.97平米 / 北 南 / 落地窗 ; 书房 / 9.05平米 / 北 / 落地窗 ; 卧室A / 11.66平米 / 南 / 普通窗 ; 卧室B / 14.04平米 / 南 / 落地窗 ; 卧室C / 9.36平米 / 北 / 落地窗 ; 厨房 / 10.96平米 / 南 / 落地窗 ; 卫A / 4.32平米 / 北 / 落地窗 ; 卫B / 6.48平米 / 北 东 / 落地窗 ; 阳台A / 10.11平米 / 南 / 普通窗 ; 阳台B / 5.62平米 / 南 / 落地窗 ; 阳台C / 7.48平米 / 北 / 落地窗 ; 储物间 / 3.09平米 / 无 / 无窗 ; 阁楼 / 6.93平米 / 北 / 落地窗 ; 过道 / 5.39平米 / 无 / 无窗,
华晖瑞禧九成新温馨精装房，保养好，价格亲人,"华晖瑞禧 , 坂田",2室2厅,82.02平米,南,精装,高楼层(共41层),2020年,塔楼,340 万,41454 元,5,,,近地铁 | VR看装修 | 随时看房,https://sz.lianjia.com/ershoufang/105117614147.html,地铁 | VR看装修 | 随时看房,此房户方正 精装修 安静舒适 适合居住,2020年次新小区，小区位于银湖山1公里处，距鸡公山隧道1.5公里，方便到达罗湖，福田，南山。自带幼儿园，充足停车位，楼下买生活所需也方便,享受 15 年一站式，首先项目自带一所 9 班约 3000 ㎡幼儿园，同时在项目西北约 500 米处有一所 9 年一贯制的公立——坂田实验（30 班小、15 班中）。另外，项目南面为规划教育用地，3 公里范围内还有一所全国唯一的科学高中。,两横四纵”成熟交通路网体系（两横：布龙路、南坪快速；四纵：五和大道、坂雪岗大道、梅观高速、清平高速）；邻近地铁5号线坂田站； 地处鸡公山通道首排，约一刻钟直达福田区，建立起快速通达全城的半小时生活圈。,,,暂无数据,2024-07-15,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2024-07-15 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 25.49平米 / 无 / 未知窗户类型 ; 卧室A / 10.1平米 / 东 / 普通窗 ; 卧室B / 6.79平米 / 西 / 落地窗 ; 厨房 / 5.17平米 / 西 / 普通窗 ; 卫 / 3.62平米 / 西 / 普通窗 ; 阳台 / 3.52平米 / 东 / 普通窗 ; 门厅 / 5.59平米 / 无 / 未知窗户类型,
华为地铁站楼上，朝南复式精致2房，位置安静，保养好,"华创云轩 , 坂田",2室2厅,32.62平米,北,精装,20层,2018年,塔楼,102 万,31270 元,4,,,近地铁 | 随时看房,https://sz.lianjia.com/ershoufang/105120432347.html,地铁 | 随时看房,华为地铁站楼上，朝南复式精致2房，位置安静，保养好,华创云轩占地面积：12553平方米 共2栋，其中A栋20层，B栋21层 小区有地下停车场，车位充足，有四层商场，4楼的空中花园有夜光跑道和健身器材以及儿童游乐区,复式户型，精致装修，保养好，适合年轻人。近华为、百瑞达、天安云谷等写字楼，深受年轻人喜欢,坂雪岗大道旁，5公里到达坂银通道福田，楼下地铁十号线华为站D出口，交通便利,,,暂无数据,2025-04-17,商品房,商业办公类,暂无数据,非共有,有抵押 50万元 银行 客户偿还,挂牌时间:2025-04-17 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:商业办公类 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 50万元 银行 客户偿还 | 房本备件:未上传房本照片,客厅 / 14.94平米 / 北 / 落地窗 ; 卧室A / 6.35平米 / 南 / 普通窗 ; 卧室B / 7.49平米 / 无 / 未知窗户类型 ; 厨房 / 3.24平米 / 南 / 普通窗 ; 卫 / 2.62平米 / 南 / 普通窗 ; 过道 / 4.02平米 / 无 / 无窗,
佳兆业一期，看花园3+1，保养好，随时可看，厅出阳台,"佳兆业中央广场一期 , 坂田",4室2厅,87.88平米,西南 东北,精装,高楼层(共47层),2013年,板楼,466 万,53027 元,3,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105120604120.html,地铁 | VR房源,满五年，厅正出阳台，南北通透，看小区花园，景观好 安静 高楼层,总共分为6期，大型社区，3个幼儿园：大型综合MALL，加270米酒店（六期项目），一期位置安静。离地铁商场最近，近天安云谷，步行即可，环境好，合适居家,新社区，人车分流，24小时保安轮流值班，社区有自己的健身广场和花园，园林式社区。占地约300000平，建面约1800000平米，依托高新技术产业园，佳兆业城市广场物业形态丰富，集住宅、酒店于一体。小区左边是天安云谷、华为总部。,地铁十号线雪象站A出口，沿着坂雪岗大道可以去梅林关（去关内方向）、也可以转布龙路转南坪快速和水官高速，也可以从转贝尔路再转梅关高速，上坂澜大道可以去观澜也可以去平湖。交通很方便。高速交通：梅观高速、清平高速、坂雪岗大道、南坪快速。,,,暂无数据,2025-05-03,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2025-05-03 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 25.75平米 / 北 南 / 落地窗 ; 卧室A / 8.54平米 / 无 / 未知窗户类型 ; 卧室B / 16.41平米 / 无 / 未知窗户类型 ; 卧室C / 7.74平米 / 无 / 未知窗户类型 ; 厨房 / 5.03平米 / 东 / 落地窗 ; 卫A / 4.02平米 / 北 / 普通窗 ; 卫B / 4.81平米 / 北 / 普通窗 ; 阳台A / 2.75平米 / 东 / 落地窗 ; 阳台B / 5.01平米 / 西 北 东 / 普通窗 ; 入户花园 / 8.43平米 / 北 / 落地窗 ; 过道 / 3.02平米 / 无 / 无窗,
地铁口精装3房 次新小区 车位充足 满5急售,"嘉霖华禧 , 坂田",3室2厅,87.22平米,南,精装,低楼层(共33层),2017年,塔楼,380 万,43568 元,16,,,近地铁 | VR房源 | 房本满五年,https://sz.lianjia.com/ershoufang/105114796259.html,地铁 | VR房源 | 房本满五年,此房满5年唯一，精装朝南，位置安静，诚心出售,,,出门即是地铁十号线雪象站，5个站可转乘5号线，2个站可到深圳北，出行方便快捷；,,,2016-09-21,2023-09-13,商品房,普通住宅,满五年,非共有,有抵押 350万元 平安银行 客户偿还,挂牌时间:2023-09-13 | 交易权属:商品房 | 上次交易:2016-09-21 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:有抵押 350万元 平安银行 客户偿还 | 房本备件:已上传房本照片,客厅 / 25.1平米 / 南 / 普通窗 ; 卧室A / 5.74平米 / 无 / 未知窗户类型 ; 卧室B / 11.94平米 / 无 / 未知窗户类型 ; 卧室C / 8.47平米 / 无 / 未知窗户类型 ; 厨房 / 5.82平米 / 西 / 普通窗 ; 卫生间A / 3.6平米 / 北 / 普通窗 ; 卫生间B / 3.97平米 / 西 / 落地窗 ; 阳台 / 4.73平米 / 南 / 普通窗 ; 过道 / 2.82平米 / 无 / 无窗,
三房两卫  南向  业主诚心卖  随时方便看房,"佳兆业中央广场一期 , 坂田",3室1厅,88.85平米,东南,精装,低楼层(共46层),2013年,板楼,430 万,48397 元,1,,10天以前发布,近地铁 | VR看装修 | 随时看房,https://sz.lianjia.com/ershoufang/105122270905.html,地铁 | VR看装修 | 随时看房,满五年，高层，景观好，视野好，通透，采光好。,小区规模：总共分为6期，万大户的大盘，总占地约，项目总建面约平米。3个幼儿园：平米综合MALL，加270米酒店（六期项目），二期的地理位置在其他几期的中间位置，分别被一期、三期、五期环抱，位置安静,新社区，人车分流，24小时保安轮流值班，社区有自己的健身广场和花园，园林式社区。占地约万平，建面约万平米，依托高新技术产业园，佳兆业城市广场物业形态丰富，集住宅、酒店于一体。小区左边是天安云谷、华为总部,地铁10号线岗头雪象站口，项目是靠着坂雪岗大道和坂澜大道，沿着坂雪岗大道可以去梅林关，也可以转布龙路转南坪快速和水官高速，也可以从转贝尔路再转梅关高速，上坂澜大道可以去观澜也可以去平湖。地铁7月开通。高速交通：梅观高速、清平高速、坂雪岗大道,,,暂无数据,2025-09-27,商品房,普通住宅,暂无数据,非共有,有抵押 30万元,挂牌时间:2025-09-27 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 30万元 | 房本备件:未上传房本照片,客厅 / 24.18平米 / 东南 / 落地窗 ; 卧室A / 9.59平米 / 东北 / 落地窗 ; 卧室B / 13.19平米 / 无 / 未知窗户类型 ; 卧室C / 8.64平米 / 东南 / 普通窗 ; 厨房 / 5.69平米 / 东北 / 普通窗 ; 卫A / 3.7平米 / 无 / 普通窗 ; 卫B / 2.96平米 / 无 / 未知窗户类型 ; 阳台A / 5.55平米 / 东北 / 普通窗 ; 阳台B / 5.96平米 / 西南 东北 东南 / 普通窗 ; 过道 / 2.77平米 / 无 / 无窗,
复式两层高使用率不占用购房ME价格便宜21年交楼精装,"佳兆业城市广场五期 , 坂田",2室2厅,51.72平米,东 东北,精装,中楼层(共39层),2019年,塔楼,121 万,23396 元,3,,,近地铁,https://sz.lianjia.com/ershoufang/105121285576.html,地铁,复式两层高使用率不占用购房ME价格便宜21年交楼精装,龙岗坂田科技城·坂雪岗大道与雪岗北路交汇处 物业：佳兆业 开 发 商：宝吉工艺品 占地面积：约30望㎡ 建筑面积：约180望㎡,社区人车分流，24小时保安轮流值班社区有自己的游泳池健身广场和花园园林式社区小区自带佳兆业商场物业形态丰富集酒店写字楼于一体小区旁边是天安云谷以及华为总部，49栋写字楼小区旁有三甲吉华医院在建,地铁十号线雪象站A出口/岗头B出口，沿着坂雪岗大道可以去梅林关（去关内方向）、也可以转布龙路转南坪快速和水官高速，也可以从转贝尔路再转梅关高速，上坂澜大道可以去观澜也可以去平湖。交通很方便。高速交通：梅观高速、清平高速、坂雪岗大道、南坪快速,,,暂无数据,2025-07-01,商品房,商业办公类,暂无数据,非共有,有抵押 50万元 中国银行还欠50万左右 客户偿还,挂牌时间:2025-07-01 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:商业办公类 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 50万元 中国银行还欠50万左右 客户偿还 | 房本备件:未上传房本照片,客厅 / 24.82平米 / 东 / 落地窗 ; 卧室A / 7.27平米 / 无 / 无窗 ; 卧室B / 7.33平米 / 无 / 无窗 ; 卫 / 3.78平米 / 无 / 无窗 ; 过道 / 4.84平米 / 无 / 无窗,
旭景佳园电梯1房，实用面积高，生活配套成熟,"珠江旭景佳园 , 坂田",1室1厅,41.53平米,东南,精装,中楼层(共18层),2008年,塔楼,180 万,43343 元,1,,,近地铁 | VR看装修 | 随时看房,https://sz.lianjia.com/ershoufang/105119949081.html,地铁 | VR看装修 | 随时看房,可变户型，刚需户型，好出手，生活配套成熟,小区分3期开发，近1500户，地铁口物业，紧靠银湖山和坂银隧道，地理位置优越，进出关内外方便。小区房价处于区域谷值，同区域二手房对比有很大的优势。所以有很多关内的客户在此小区置业。生活配套成熟，是刚需值得购买的小区。,二期内有旭景幼稚园。小区东南侧3千㎡底商，南侧有大族云峰商场已开业；距小区300米有两万㎡万科里。2km内有阳光湾畔、8号仓、坂田天虹、万科广场等商场。1km有坂田医院。,"四通八达,小区邻布龙路坂雪岗大道两大动脉,南面1km上坂银南坪,通达福田南山方便；东面两个灯位上清平水官,通达罗湖盐田惠州；西侧2km上G94,1h到宝安东莞广州；北达天安和华为。250米到5号线坂田地铁口,1站换10号线到福田口岸。小区东门150m到公交站。",,,暂无数据,2025-03-06,商品房,普通住宅,暂无数据,非共有,有抵押 180万元 招商银行,挂牌时间:2025-03-06 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 180万元 招商银行 | 房本备件:未上传房本照片,客厅 / 15.47平米 / 无 / 未知窗户类型 ; 卧室 / 8.81平米 / 东 / 落地飘窗 ; 卫 / 3.11平米 / 北 / 普通窗 ; 入户花园 / 5.18平米 / 北 / 普通窗,
地铁口次新房  业主诚心卖 精装交楼保养好,"儒骏城立方 , 坂田",3室2厅,79.55平米,北 东南,,高楼层(共21层),2017年,板塔结合,378 万,47518 元,12,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105117548060.html,地铁 | VR看装修,业主诚心卖 精装交楼保养好 楼下有商场  50米坂田地铁 交通方便,小区位于布龙路与坂雪岗大道交汇处，是2017年12月底入伙的。小区占地10200㎡，是由三栋住宅和一栋写字楼组成，共273户，实行人车分流，车位充足，楼下商 业已经完善，很好的解决了伙食问题。邻坂田B口,小区步行500米可至扬马市场（数据来源百度地图），方圆2公里内有平安公园、银湖山森林公园、坂田医院、坂田天虹，万科里，星河COCOpark、8号仓等，配套完善，可以满足基本的生活需求。小区斜对方万科在建300000㎡商写综合体,百度地图显示小区50米可到深圳市交通轨道5号线环中线坂田站B出口一站到五和可转10号线。二千米车程可上清平、南坪、梅观等快速路；直通福田南山罗湖布龙路和坂雪岗线路公交车可到深圳每个区域，3站到深圳北高铁站，交通便利,,,暂无数据,2024-07-08,商品房,普通住宅,暂无数据,非共有,有抵押 建设银行,挂牌时间:2024-07-08 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 建设银行 | 房本备件:未上传房本照片,客厅 / 22.18平米 / 东南 / 普通窗 ; 卧室A / 9.97平米 / 东南 / 落地窗 ; 卧室B / 13.53平米 / 无 / 未知窗户类型 ; 卧室C / 5.65平米 / 西南 / 落地窗 ; 厨房 / 4.87平米 / 西南 / 普通窗 ; 卫 / 4.04平米 / 无 / 普通窗 ; 阳台A / 3.99平米 / 西南 东南 / 普通窗 ; 阳台B / 4.4平米 / 西南 / 普通窗 ; 过道 / 2.71平米 / 无 / 无窗,
精装两房两卫  楼下就有地铁  小区自带商场,"华创云轩 , 坂田",2室1厅,39.72平米,北,精装,20层,2018年,塔楼,128 万,32226 元,2,,,近地铁 | 随时看房,https://sz.lianjia.com/ershoufang/105120877105.html,地铁 | 随时看房,此房业主诚心出售 四米五层高精装复式，门口10号线地铁口,华创云轩占地面积：12553平方米 共2栋，其中A栋20层，B栋21层 小区有地下停车场车位充足，有四层商场，4楼为空中花园。,有万科城风情购物街、天虹商场、坂田购物广场，天安云谷大型商场，百佳华商场。,华创云轩位于深圳市龙岗区坂雪岗科技城， 华为总部基地，交通便利，梅观高速、南坪快速、坂雪岗大道等交通，坂银隧道也通车了，去往罗湖福田很便利，10号线的华为站就在楼下20米处。,,,暂无数据,2025-05-27,商品房,商业办公类,暂无数据,非共有,有抵押 30万元,挂牌时间:2025-05-27 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:商业办公类 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 30万元 | 房本备件:未上传房本照片,客厅 / 19.38平米 / 北 / 落地窗 ; 卧室A / 5.23平米 / 北 / 普通窗 ; 卧室B / 8.94平米 / 北 / 落地窗 ; 厨房 / 2.94平米 / 北 / 普通窗 ; 卫A / 2.71平米 / 北 / 普通窗 ; 卫B / 1.56平米 / 北 / 普通窗 ; 过道 / 5.14平米 / 无 / 无窗,
地铁口，佳兆业城市广场五期，精装一房一厅，业主急售,"佳兆业城市广场五期 , 坂田",1室1厅,47.48平米,东,精装,高楼层(共39层),2019年,塔楼,88 万,18535 元,2,,,近地铁,https://sz.lianjia.com/ershoufang/105121363715.html,地铁,此房朝东，看花园，高楼层，视野和通风都比较好，业主急售,小区规划大型雪象体育公园，三十万商 业综合MALL，270米层高五星国际酒店，百度测量1公 里范围内雪象医院、肖传国医院，地铁10号线雪象、岗头双地铁口，坂银隧道去福田南山交通便捷。,新社区人车分流，24小时保安轮流值班社区有自己的健身广场和花园园林式社区占地约300000平建面约1800000平米依托高新技术产业园佳兆业城市广场物业形态丰富集酒店于一体小区左边是天安云谷华为总部,地铁十号线雪象站A出口，沿着坂雪岗大道可以去梅林关（去关内方向）、也可以转布龙路转南坪快速和水官高速，也可以从转贝尔路再转梅关高速，上坂澜大道可以去观澜也可以去平湖。交通很方便。高速交通：梅观高速、清平高速、坂雪岗大道、南坪快速。,,,暂无数据,2025-07-07,商品房,商业办公类,暂无数据,非共有,有抵押 45万元,挂牌时间:2025-07-07 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:商业办公类 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 45万元 | 房本备件:未上传房本照片,客厅 / 14.33平米 / 无 / 无窗 ; 卧室 / 7.93平米 / 无 / 未知窗户类型 ; 卫 / 2.72平米 / 无 / 无窗 ; 储物间 / 2.69平米 / 无 / 无窗,
佳华领汇一期  大四房  格局方正实用  采光通透,"佳华领汇广场 , 坂田",4室2厅,89.98平米,西南,精装,低楼层(共32层),2008年,塔楼,480 万,53346 元,6,,,近地铁 | VR看装修 | 随时看房,https://sz.lianjia.com/ershoufang/105117150656.html,地铁 | VR看装修 | 随时看房,此房公司产权 唯一，花园社区，地铁口沿线，配套齐全,,"配套：
小区楼下就是佳华商场，麦当劳，木屋烧烤等，就是坂田天虹商场，旁边还有坂田市场等居家休闲娱乐购物场所","交通出行：
小区楼下有公交车站台 ，距离十号线坂田北地铁口670米，出行便利",,,2009-09-11,2024-05-31,商品房,普通住宅,未满两年,非共有,有抵押 100万元 金融贷款100多万,挂牌时间:2024-05-31 | 交易权属:商品房 | 上次交易:2009-09-11 | 房屋用途:普通住宅 | 房屋年限:未满两年 | 产权所属:非共有 | 抵押信息:有抵押 100万元 金融贷款100多万 | 房本备件:已上传房本照片,客厅 / 28.89平米 / 西南 / 普通窗 ; 书房 / 4.97平米 / 东南 / 落地窗 ; 卧室A / 8.19平米 / 西南 / 普通窗 ; 卧室B / 12.89平米 / 无 / 未知窗户类型 ; 卧室C / 7.17平米 / 无 / 未知窗户类型 ; 厨房 / 4.72平米 / 无 / 普通窗 ; 卫A / 2.52平米 / 西北 / 普通窗 ; 卫B / 3.85平米 / 东南 / 落地窗 ; 阳台A / 3.18平米 / 西南 / 普通窗 ; 阳台B / 3.07平米 / 西南 / 普通窗 ; 阳台C / 4.95平米 / 西南 西北 / 普通窗,
坂田次新小区三房，满五唯一税费少，诚心出售,"华晖瑞禧 , 坂田",3室1厅,89.56平米,东南 南,精装,中楼层(共32层),2020年,塔楼,408 万,45557 元,8,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105121161824.html,地铁 | VR房源,坂田次新小区三房，满五唯一税费少，诚心出售,2020年次新小区，小区位于银湖山1公里处，距鸡公山隧道1.5公里，方便到达罗湖，福田，南山。自带幼儿园，充足停车位，楼下买生活所需也方便,享受 15 年一站式，首先项目自带一所 9 班约 3000 ㎡幼儿园，同时在项目西北约 500 米处有一所 9 年一贯制的公立——坂田实验（30 班小、15 班中）。另外，项目南面为规划教育用地，3 公里范围内还有一所全国唯一的科学高中。,两横四纵”成熟交通路网体系（两横：布龙路、南坪快速；四纵：五和大道、坂雪岗大道、梅观高速、清平高速）；邻近地铁5号线坂田站； 地处鸡公山通道首排，约一刻钟直达福田区，建立起快速通达全城的半小时生活圈。,,,暂无数据,2025-06-20,商品房,普通住宅,暂无数据,非共有,有抵押 390万元,挂牌时间:2025-06-20 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 390万元 | 房本备件:未上传房本照片,客厅 / 26.39平米 / 南 / 普通窗 ; 卧室A / 9.17平米 / 无 / 未知窗户类型 ; 卧室B / 4.52平米 / 西 / 普通窗 ; 卧室C / 10.88平米 / 南 / 落地窗 ; 厨房 / 6.51平米 / 西 / 普通窗 ; 卫 / 4.81平米 / 西 / 普通窗 ; 阳台 / 4.18平米 / 南 / 普通窗 ; 过道 / 2.67平米 / 无 / 无窗,
次新小区 看房有密码 急卖  朝南光线充足 停车位充足,"佳兆业城市广场五期 , 坂田",3室2厅,88.62平米,南,精装,低楼层(共43层),2019年,板楼,435 万,49086 元,9,,,近地铁 | VR看装修 | 随时看房,https://sz.lianjia.com/ershoufang/105120952646.html,地铁 | VR看装修 | 随时看房,房子满五年不唯一 带储物间 朝南采光通风好 次新房 配套好,小区总共分为6期，壹万多户的大盘，总占地约三十万，项目总建面约壹佰捌拾万平米。3个幼儿园：十五万平米综合MALL，加270米酒店（六期项目），二期的地理位置在其他几期的中间位置，分别被一期、三期、五期环抱，位置安静,新社区，人车分流，24小时保安轮流值班，社区有自己的健身广场和花园，园林式社区。占地约三十万平，建面约壹佰捌拾万平米，依托高新技术产业园，佳兆业城市广场物业形态丰富，集住宅、酒店于一体。小区左边是天安云谷、华为总部基地，配套齐全,项目靠着坂雪岗大道和坂澜大道，沿着坂雪岗大道可以去梅林关（去关内方向）、也可以转布龙路转南坪快速和水官高速，也可以从转贝尔路再转梅关高速，上坂澜大道可以去观澜也可以去平湖。地铁10号线两个地铁口，岗头站和雪象站，交通便利。,,,暂无数据,2025-06-04,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2025-06-04 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 19.25平米 / 北 / 普通窗 ; 卧室A / 9.78平米 / 无 / 未知窗户类型 ; 卧室B / 11.65平米 / 无 / 未知窗户类型 ; 卧室C / 10.05平米 / 北 / 普通窗 ; 厨房 / 8.22平米 / 北 / 普通窗 ; 卫A / 3.45平米 / 北 / 普通窗 ; 卫B / 3.24平米 / 北 / 普通窗 ; 阳台A / 4.85平米 / 北 / 普通窗 ; 阳台B / 6.83平米 / 北 / 普通窗 ; 储物间 / 6.18平米 / 无 / 无窗 ; 过道 / 5.03平米 / 无 / 无窗,
